frequency;num_words;rel_num_words1;400;0.4975124378109453
2;142;0.17661691542288557
3;59;0.07338308457711443
4;46;0.05721393034825871
5;27;0.033582089552238806
6;23;0.028606965174129355
7;15;0.018656716417910446
8;12;0.014925373134328358
9;11;0.013681592039800995
10;9;0.011194029850746268
11;3;0.0037313432835820895
12;5;0.006218905472636816
13;4;0.004975124378109453
14;3;0.0037313432835820895
15;5;0.006218905472636816
16;5;0.006218905472636816
17;2;0.0024875621890547263
18;2;0.0024875621890547263
19;3;0.0037313432835820895
20;2;0.0024875621890547263
21;4;0.004975124378109453
22;0;0.0
23;3;0.0037313432835820895
24;0;0.0
25;2;0.0024875621890547263
26;5;0.006218905472636816
27;0;0.0
28;2;0.0024875621890547263
29;0;0.0
30;1;0.0012437810945273632
31;0;0.0
32;1;0.0012437810945273632
33;0;0.0
34;0;0.0
35;0;0.0
36;0;0.0
37;0;0.0
38;1;0.0012437810945273632
39;0;0.0
40;0;0.0
41;0;0.0
42;0;0.0
43;2;0.0024875621890547263
44;0;0.0
45;0;0.0
46;0;0.0
47;1;0.0012437810945273632
48;0;0.0
49;1;0.0012437810945273632
