financial company''means,GrammaticalOperators
board of governors,GrammaticalOperators
swap execution facility,EconomicOperand
office established,RegulationOperators
foreign nonbank financial company,LegalOperators
incorporated,RegulationOperators
significantbank,RegulationOperators
significantbank holding,LogicalOperators
u.s. nonbank financial,Attributes
