file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;Unclassified;UniqueUnclassified;WordCount
../010_raw_documents/Pillar2.txt;38691;1570;20145;512;61217;317;294;19;118141
