file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD.txt;41602;1715;63959;615;22647;17563959;41602;615;1715;105561;1717.0;0.0162654768333
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_DisputeSettlement-Sections.txt;8106;1042;12047;451;3181;9112047;8106;451;1042;20153;1044.0;0.0518037016821
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_NoGlossary.txt;75589;1977;111207;659;28831;130111207;75589;659;1977;186796;1979.0;0.0105944452772
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_ProfitSplit-Sections.txt;2299;608;3103;293;995;723103;2299;293;608;5402;610.0;0.112921140318
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/Pillar1.txt;40762;1956;61377;632;15776;17861377;40762;632;1956;102139;1958.0;0.0191699546696
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/Pillar1_DisputeSettlement-Sections.txt;6872;736;10419;357;2659;5810419;6872;357;736;17291;738.0;0.0426811636111
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/Pillar1_ProfitSplit-Sections.txt;10704;1453;13937;520;4073;15613937;10704;520;1453;24641;1455.0;0.0590479282497
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/Pillar2.txt;40392;1663;62608;608;22126;17162608;40392;608;1663;103000;1665.0;0.0161650485437
file_name;Attributes;UniqueAttributes;EconomicOperands;UniqueEconomicOperands;FunctionWords;UniqueFunctionWorsd;LegalReferences;UniqueLegalReferences;LogicalConnectors;UniqueLogicalConnectors;Other;UniqueOther;RegulatoryOperators;UniqueRegulatoryOperators;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN.txt;1131;24;18974;372;74546;181;143;7;16140;82;601;25;2569;52;12974;9218709;33222;134;495;51931;497.0;0.009570391481
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_NoCountry.txt;57527;1977;80416;644;27185;21180416;57527;644;1977;137943;1979.0;0.0143465054407
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_NoGlossary.txt;68982;2038;96117;656;31798;21396117;68982;656;2038;165099;2040.0;0.0123562226301
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_NoGlossary_NoCountry.txt;75589;1977;111207;659;28831;130111207;75589;659;1977;186796;1979.0;0.0105944452772
file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_ProfitSplit-Sections.txt;1293;429;1541;213;489;1331541;1293;213;429;2834;431.0;0.152081863091
