file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;Unclassified;UniqueUnclassified;WordCount
../010_raw_documents/UN_NoGlossary.txt;65260;1867;30831;547;94115;384;518;20;206681
