file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;Unclassified;UniqueUnclassified;WordCount
../010_raw_documents/OECD_IA.txt;44530;1539;18124;461;58036;277;499;19;133590
