file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/Pillar1.txt;38491;1786;19939;541;54505;328;380;2019939;38491;541;1786;58430;1788.0;0.0306007188088
