file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;Unclassified;UniqueUnclassified;WordCount
../010_raw_documents/UN_NoGlossary_NoCountry.txt;54386;1802;25880;536;79380;381;429;20;172635
