file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_ProfitSplit-Sections.txt;1293;429;492;131;1466;211492;1293;131;429;1785;431.0;0.241456582633
