file_name;Operands;UniqueOperands;Operators;UniqueOperators;Other;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_DisputeSettlement-Sections.txt;8106;1042;3337;319;11160;2213337;8106;319;1042;11443;1044.0;0.0912348160447
