following;3
which;15
from;5
this;34
that;46
were;6
have;3
does;7
its;3
who;3
are;20
the;324
was;3
but;2
to;71
is;23
in;86
be;20
by;56
on;18
of;189
an;27
as;44
at;2
a;102
