file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_DisputeSettlement-Sections.txt;6245;669;11703;372;3008;7411703;6245;372;669;17948;671.0;0.0373857811455
