file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_NoCountry.txt;46490;1263;78601;511;23464;11178601;46490;511;1263;125091;1265.0;0.0101126379995
