file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_ProfitSplit-Sections.txt;2337;644;3092;293;961;883092;2337;293;644;5429;646.0;0.118990606005
