file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_ProfitSplit-Sections.txt;1018;263;1498;184;325;371498;1018;184;263;2516;265.0;0.105325914149
