file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/UN_NoGlossary.txt;55704;1300;93931;520;27425;11293931;55704;520;1300;149635;1302.0;0.00870117285394
