file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/OECD_NoGlossary.txt;63850;1403;109149;530;27024;112109149;63850;530;1403;172999;1405.0;0.00812143422794
