file_name;Operators;Operands;Other;UniqueOperators;UniqueOperands;UniqueOther;num_operators;num_operands;num_unique_operators;num_unique_operands;total_volume;potential_volume;level
../010_raw_documents/Pillar1_ProfitSplit-Sections.txt;7915;734;13392;384;3711;8713392;7915;384;734;21307;736.0;0.0345426385695
